Employee_ID,Age,Industry,Job_Role,Experience_Years,Company_Size,Remote_Work_Type,AI_Tools_Used,Daily_AI_Usage_Hours,Primary_AI_Tool,Tasks_Automated_Percent,Time_Saved_Per_Day_Minutes,Learning_Time_Per_Week_Hours,Meetings_Per_Day,Work_Hours_Per_Day,Job_Satisfaction,Productivity_Change,Salary_USD,Promotion_Last_Year,Fear_of_AI_Replacing_Job,Target
4840,43,Tech,Data Analyst,1,MNC,Remote,0,4.1,Grok,72,26,3.9,7,6.7,Medium,Same,38239,No,High,Low
4841,40,Marketing,Consultant,3,Large,Onsite,1,0.6,Grok,66,136,3.0,6,6.0,Medium,Same,47192,No,Low,Low
4842,46,Retail,Data Scientist,8,Large,Onsite,4,3.1,Claude,16,8,0.7,4,9.6,High,Decreased,58550,No,Medium,Low
4843,47,Education,Software Developer,12,Small,Remote,2,3.5,Midjourney,44,70,3.1,1,6.9,High,Increased,56194,Yes,Medium,Low
4844,45,Finance,HR,7,MNC,Remote,1,3.3,ChatGPT,34,80,5.2,1,4.9,Medium,Same,58509,No,Medium,Low
4845,38,Retail,Consultant,6,Small,Onsite,1,2.5,Copilot,66,173,4.6,6,8.1,Low,Decreased,48693,No,Low,Low
4846,53,Tech,Designer,2,MNC,Remote,2,4.7,Midjourney,15,22,0.0,5,6.0,High,Same,38274,No,High,Low
4847,54,Education,Manager,18,Small,Remote,4,3.1,Midjourney,50,114,1.3,6,4.4,High,Increased,87431,Yes,Medium,High
4848,47,Education,Manager,13,Small,Remote,1,2.4,Midjourney,19,23,0.6,7,4.9,High,Decreased,64605,No,High,Low
4849,50,Marketing,Designer,6,Medium,Hybrid,2,0.8,Copilot,62,46,1.1,2,9.2,High,Decreased,49360,Yes,Medium,Low
4850,53,Marketing,Software Engineer,29,Small,Hybrid,4,1.8,Grok,71,169,5.8,4,7.0,High,Same,112394,Yes,High,Low
4851,30,Healthcare,Data Analyst,8,Medium,Onsite,0,2.5,Gemini,57,101,5.7,1,7.7,Medium,Same,58568,No,Medium,Low
4852,49,Healthcare,Manager,23,Medium,Hybrid,0,2.3,ChatGPT,6,131,1.8,5,6.6,Low,Decreased,90638,No,High,Low
4853,42,Education,Designer,0,Large,Remote,3,0.6,Midjourney,6,69,1.2,1,7.7,Low,Same,36964,No,High,Low
4854,32,Education,HR,1,Large,Onsite,2,3.9,Gemini,44,165,1.0,4,4.4,Medium,Increased,52381,Yes,High,Low
4855,50,Finance,Data Analyst,11,Medium,Hybrid,3,2.1,ChatGPT,19,11,0.7,6,7.5,Medium,Increased,74761,No,Low,Low
4856,28,Marketing,Software Developer,1,MNC,Remote,4,1.3,Copilot,50,139,2.7,4,9.3,Medium,Increased,57701,Yes,Low,Low
4857,41,Education,Designer,12,Small,Remote,0,2.1,Claude,25,46,4.7,2,6.7,High,Same,65296,No,Medium,Low
4858,51,Healthcare,Designer,4,Large,Hybrid,0,1.9,Copilot,7,8,3.1,7,5.6,Medium,Same,37749,No,Medium,Low
4859,37,Tech,Data Scientist,1,MNC,Remote,0,1.1,Claude,46,26,5.8,1,7.3,High,Same,37386,No,High,Low
4860,27,Healthcare,Data Scientist,5,Large,Remote,3,1.8,Copilot,38,102,1.9,6,8.1,High,Decreased,55074,Yes,Low,Low
4861,22,Marketing,Software Developer,0,Large,Remote,0,0.3,Claude,46,99,2.1,6,6.6,Low,Decreased,33119,No,Low,Low
4862,40,Tech,Designer,5,Medium,Remote,3,1.9,Claude,51,48,5.7,6,9.1,High,Decreased,62735,Yes,Low,Low
4863,23,Retail,Data Analyst,0,Small,Hybrid,4,1.7,Midjourney,10,96,2.1,2,9.4,High,Same,37067,No,Low,Low
4864,53,Marketing,Software Engineer,10,Large,Hybrid,0,2.3,ChatGPT,50,51,1.8,2,6.1,Low,Increased,57188,No,Medium,Low
4865,52,Education,Designer,14,Large,Onsite,3,1.9,Gemini,35,91,5.1,3,6.2,High,Increased,69759,Yes,High,Low
4866,42,Tech,Software Developer,1,MNC,Remote,1,2.9,Gemini,79,57,5.4,4,9.9,Low,Same,32936,No,Medium,Low
4867,29,Tech,Data Scientist,1,Large,Onsite,2,2.2,Claude,17,68,4.7,0,8.0,High,Decreased,47098,No,Low,Low
4868,40,Finance,Manager,15,Medium,Onsite,2,3.7,Grok,27,74,4.2,6,5.4,Medium,Increased,71977,No,Low,Low
4869,50,Education,Manager,16,Large,Hybrid,4,1.6,Gemini,68,136,1.4,1,7.9,Low,Same,76885,Yes,Medium,Low
4870,37,Marketing,Data Scientist,4,Large,Remote,3,4.5,Copilot,24,144,5.8,1,8.9,High,Increased,50119,No,Low,Low
4871,28,Healthcare,Consultant,6,Small,Hybrid,0,2.4,Claude,32,28,3.5,3,7.7,Medium,Decreased,46605,No,Low,Low
4872,49,Healthcare,HR,9,Large,Remote,3,1.1,Midjourney,65,130,5.6,2,4.8,High,Decreased,52111,Yes,Medium,Low
4873,41,Marketing,Consultant,15,Small,Hybrid,0,4.6,Copilot,63,40,6.0,5,5.4,Low,Decreased,72553,No,High,Low
4874,45,Healthcare,HR,14,Medium,Hybrid,3,1.0,Gemini,55,68,5.3,5,9.1,High,Same,78025,Yes,High,Low
4875,43,Education,Manager,19,MNC,Hybrid,1,1.3,Gemini,56,145,3.5,7,7.5,Medium,Decreased,72549,No,Low,Low
4876,24,Marketing,Data Analyst,0,Large,Onsite,1,2.9,ChatGPT,33,58,2.5,4,6.5,High,Same,37861,No,High,Low
4877,28,Marketing,Consultant,3,MNC,Onsite,2,3.9,Gemini,18,17,0.8,6,8.4,Low,Increased,40827,No,Medium,Low
4878,24,Healthcare,Software Developer,1,Medium,Onsite,2,2.6,Claude,55,89,0.9,4,9.4,High,Same,44819,Yes,High,Low
4879,29,Marketing,Data Analyst,7,Small,Onsite,4,3.2,Grok,24,16,1.4,4,7.4,Medium,Same,58502,No,Medium,Low
4880,23,Retail,Software Developer,1,MNC,Remote,0,3.7,Gemini,79,31,5.3,5,9.0,Medium,Decreased,29577,No,High,Low
4881,38,Retail,Data Scientist,7,MNC,Remote,4,0.4,ChatGPT,50,6,1.2,4,7.3,Medium,Decreased,64823,Yes,Low,Low
4882,29,Tech,Designer,1,Medium,Onsite,4,4.6,Grok,54,143,3.3,1,5.9,High,Decreased,51348,Yes,Low,High
4883,35,Marketing,HR,11,Medium,Hybrid,0,3.2,Claude,17,139,4.4,0,8.2,Medium,Same,64561,No,Low,Low
4884,36,Finance,HR,4,MNC,Hybrid,0,0.4,Claude,43,143,3.4,2,7.4,Medium,Decreased,33857,No,High,Low
4885,47,Marketing,Data Scientist,18,Medium,Hybrid,4,2.7,Gemini,35,151,0.7,4,9.3,High,Decreased,90173,Yes,Low,Low
4886,54,Finance,Designer,4,Large,Onsite,1,1.6,Grok,49,22,0.5,3,8.4,High,Decreased,54266,No,High,Low
4887,29,Retail,Data Analyst,7,MNC,Onsite,3,4.5,Claude,5,70,4.4,4,7.6,Medium,Same,65686,No,Low,Low
4888,48,Education,Consultant,24,MNC,Remote,2,1.5,ChatGPT,18,154,3.2,0,8.0,Low,Decreased,92948,No,Low,Low
4889,28,Healthcare,Designer,2,Small,Onsite,1,2.8,Gemini,48,67,2.4,7,8.7,High,Increased,50476,No,Low,Low
4890,30,Education,Manager,6,Small,Onsite,2,3.1,Claude,48,69,2.7,6,9.9,Low,Same,50012,Yes,Medium,Low
4891,27,Tech,Software Developer,0,Medium,Remote,3,4.7,Copilot,44,28,0.4,7,6.6,Low,Decreased,40047,Yes,High,Low
4892,43,Finance,Designer,2,MNC,Hybrid,0,4.1,Gemini,21,178,5.0,3,7.0,Low,Increased,42225,No,Low,Low
4893,40,Finance,Consultant,11,MNC,Onsite,0,4.9,Grok,47,159,3.0,0,7.6,High,Increased,52149,No,Low,Low
4894,49,Finance,Software Engineer,23,Small,Remote,1,1.1,Midjourney,64,85,4.6,5,9.0,Medium,Decreased,82046,No,Medium,Low
4895,33,Finance,HR,9,MNC,Remote,1,4.0,Grok,27,119,2.6,2,8.1,Low,Same,55444,No,High,Low
4896,46,Tech,Data Analyst,22,Large,Onsite,4,0.4,Claude,2,113,1.9,5,9.8,High,Same,92801,No,Medium,Low
4897,41,Finance,Software Developer,0,Large,Onsite,1,3.3,Midjourney,56,0,3.0,7,5.0,Medium,Increased,31088,No,Medium,Low
4898,49,Healthcare,Software Developer,24,Large,Hybrid,3,3.1,Grok,46,159,0.1,5,6.1,Low,Increased,95750,Yes,Medium,Low
4899,30,Healthcare,Data Analyst,8,Large,Remote,3,3.0,Copilot,39,27,5.2,6,8.6,High,Increased,65001,Yes,Medium,Low
4900,25,Healthcare,Software Developer,2,Medium,Remote,2,2.2,Midjourney,57,116,1.6,4,9.0,Low,Decreased,50556,Yes,Medium,Low
4901,46,Marketing,Software Engineer,22,MNC,Hybrid,1,0.1,Copilot,67,54,1.0,2,9.0,Low,Increased,90890,No,Medium,Low
4902,37,Healthcare,Designer,9,Large,Hybrid,2,1.5,Claude,44,93,2.9,2,6.0,Low,Increased,62669,Yes,Low,Low
4903,40,Retail,Designer,6,MNC,Remote,3,3.9,Claude,64,46,5.6,1,6.9,High,Decreased,46709,Yes,High,Low
4904,48,Healthcare,Software Developer,7,Medium,Onsite,3,2.2,Midjourney,38,113,3.2,0,6.5,High,Decreased,49280,Yes,Low,Low
4905,48,Healthcare,Software Engineer,16,Medium,Onsite,2,1.2,Copilot,50,16,2.9,2,4.1,Low,Increased,70080,Yes,Low,Low
4906,31,Retail,Manager,4,Small,Hybrid,1,3.1,Midjourney,24,144,5.1,2,9.7,Low,Increased,48333,No,Low,Low
4907,31,Marketing,Designer,6,Small,Remote,4,4.7,Gemini,8,159,2.2,2,7.5,Medium,Increased,52474,No,Low,Low
4908,50,Education,Software Developer,20,MNC,Onsite,0,3.3,Gemini,7,110,5.5,4,8.4,Low,Same,67230,No,Low,Low
4909,40,Education,Manager,10,Medium,Onsite,0,0.9,ChatGPT,24,49,4.4,4,9.3,High,Increased,46080,No,Medium,Low
4910,43,Finance,HR,3,MNC,Hybrid,2,2.2,Claude,0,47,3.8,0,9.5,Low,Increased,56503,No,High,Low
4911,47,Finance,Software Developer,16,Small,Hybrid,2,1.9,Copilot,25,104,2.4,7,7.9,Medium,Same,80937,No,High,Low
4912,46,Finance,Consultant,15,Medium,Remote,0,3.6,ChatGPT,45,57,5.7,3,5.9,Low,Decreased,68895,No,High,Low
4913,54,Retail,HR,2,MNC,Onsite,0,4.0,Gemini,38,174,4.7,4,9.5,Medium,Same,32584,No,Medium,Low
4914,43,Education,Consultant,6,Medium,Hybrid,0,0.2,Midjourney,63,27,2.3,1,8.5,Low,Decreased,38403,No,Low,Low
4915,41,Tech,Software Developer,13,MNC,Onsite,2,3.7,Gemini,38,164,4.9,2,4.1,High,Increased,61096,Yes,Low,Low
4916,52,Marketing,HR,4,Small,Onsite,3,4.0,Midjourney,45,85,3.1,0,6.4,Low,Same,61972,Yes,High,Low
4917,36,Marketing,Consultant,7,MNC,Remote,1,4.4,ChatGPT,56,70,0.2,0,9.2,Medium,Same,51124,No,High,Low
4918,36,Education,Software Developer,2,Medium,Onsite,2,0.5,Grok,5,128,0.5,0,7.8,Low,Decreased,47185,No,High,Low
4919,34,Finance,Software Developer,2,MNC,Remote,1,0.8,Grok,14,106,2.5,7,6.2,Low,Same,32608,No,Low,Low
4920,22,Education,Software Developer,0,Medium,Onsite,1,4.7,Claude,39,171,2.6,0,9.8,Low,Increased,37171,No,Low,Low
4921,24,Marketing,Manager,2,Large,Remote,0,2.2,Gemini,66,114,2.7,7,4.5,High,Decreased,36740,No,High,Low
4922,44,Retail,Designer,5,Small,Remote,2,3.8,Grok,10,134,3.9,7,7.5,Medium,Increased,55422,No,High,Low
4923,23,Marketing,Data Scientist,0,Large,Hybrid,4,2.3,Midjourney,11,111,4.0,0,5.4,Low,Increased,37239,No,High,Low
4924,37,Education,HR,14,Large,Onsite,1,0.2,Claude,3,21,4.6,5,4.4,Medium,Increased,66330,No,Low,Low
4925,32,Retail,Designer,3,Medium,Hybrid,1,2.7,Claude,39,112,2.1,4,10.0,High,Same,43204,No,High,Low
4926,38,Finance,Data Scientist,16,Small,Onsite,4,0.4,ChatGPT,61,86,5.4,5,5.4,Medium,Increased,85037,Yes,High,Low
4927,37,Healthcare,Consultant,13,MNC,Hybrid,2,0.1,Midjourney,78,25,0.3,6,8.0,High,Decreased,67620,Yes,Medium,Low
4928,34,Marketing,HR,10,Large,Onsite,1,4.3,Copilot,22,107,0.6,5,4.9,Medium,Decreased,63162,No,Medium,Low
4929,41,Marketing,HR,14,Medium,Hybrid,0,1.6,Grok,31,168,2.4,3,6.2,High,Decreased,56808,No,Medium,Low
4930,45,Marketing,Data Scientist,15,MNC,Onsite,2,3.2,Claude,6,87,5.7,7,7.3,Low,Decreased,64817,No,Low,Low
4931,40,Healthcare,Manager,13,Small,Remote,1,0.7,Gemini,43,171,2.5,3,4.5,High,Decreased,71699,No,Low,Low
4932,29,Finance,HR,7,Medium,Hybrid,2,1.9,Grok,77,178,2.2,4,8.9,Medium,Increased,53485,Yes,High,Low
4933,49,Finance,Designer,22,MNC,Hybrid,1,3.0,Midjourney,1,153,4.5,2,9.5,Medium,Increased,74601,No,Low,Low
4934,42,Retail,Manager,7,MNC,Onsite,0,2.0,Grok,2,15,6.0,5,6.5,Medium,Increased,55773,No,Medium,Low
4935,31,Marketing,Manager,6,Large,Hybrid,0,0.7,Gemini,63,66,0.3,4,4.1,Medium,Same,54702,No,High,Low
4936,24,Tech,Data Analyst,2,Large,Remote,1,0.1,Claude,65,137,2.7,3,5.5,High,Decreased,34010,No,Low,Low
4937,22,Finance,HR,0,Large,Remote,1,4.6,Copilot,21,112,3.5,1,7.3,Low,Increased,28002,No,Low,Low
4938,37,Finance,Designer,11,Medium,Hybrid,2,0.9,Claude,41,24,3.4,5,5.0,Low,Increased,55475,Yes,Medium,Low
4939,29,Education,Designer,1,Small,Remote,0,0.3,Grok,2,51,0.9,3,7.2,High,Same,31465,No,Medium,Low
4940,40,Marketing,Consultant,18,MNC,Hybrid,4,3.3,ChatGPT,63,106,3.1,7,9.0,Medium,Increased,90288,Yes,Medium,High
4941,44,Healthcare,Consultant,12,Large,Remote,3,0.3,Copilot,10,146,2.1,0,7.5,Medium,Same,61843,No,High,Low
4942,22,Retail,Data Analyst,0,Large,Hybrid,3,4.8,Midjourney,12,69,1.8,2,6.9,Medium,Decreased,52517,No,Medium,Low
4943,51,Retail,Software Developer,26,MNC,Hybrid,2,2.2,Copilot,1,19,1.1,7,5.9,Low,Same,99555,No,Low,Low
4944,42,Tech,HR,8,MNC,Onsite,1,3.9,ChatGPT,10,79,4.2,0,9.4,Low,Decreased,60483,No,Low,Low
4945,34,Retail,Consultant,0,Medium,Onsite,3,0.2,Gemini,4,147,4.9,3,4.3,High,Decreased,47696,No,Medium,Low
4946,25,Education,Manager,1,Small,Hybrid,1,4.0,Grok,76,60,2.5,4,8.9,Low,Increased,35301,No,High,Low
4947,32,Retail,Manager,0,Small,Remote,3,2.9,Midjourney,46,62,4.5,2,9.3,Medium,Same,34774,Yes,Medium,Low
4948,37,Education,Data Analyst,10,Large,Onsite,0,1.9,Copilot,33,45,0.9,6,5.9,Medium,Increased,59501,No,High,Low
4949,25,Finance,Data Analyst,0,Medium,Hybrid,3,4.4,Grok,76,105,4.5,1,6.0,Low,Decreased,53974,Yes,High,High
4950,25,Education,Data Analyst,2,Large,Remote,4,2.1,Gemini,29,116,2.7,2,9.0,High,Increased,56410,No,High,Low
4951,44,Healthcare,Software Engineer,12,Small,Onsite,1,2.2,Claude,49,82,2.8,4,4.7,High,Decreased,56601,No,Medium,Low
4952,36,Finance,Software Developer,9,Large,Remote,4,1.6,ChatGPT,71,56,3.9,4,6.7,Low,Decreased,64104,Yes,Medium,Low
4953,36,Marketing,Software Developer,6,Small,Remote,1,0.2,Grok,75,174,1.8,7,4.9,Low,Decreased,47210,No,High,Low
4954,25,Finance,Designer,3,Medium,Hybrid,4,1.1,Claude,0,92,1.7,4,6.1,Medium,Same,50793,No,Medium,Low
4955,43,Finance,Designer,10,Medium,Remote,2,0.8,ChatGPT,10,20,5.7,6,9.7,High,Increased,55302,No,Low,Low
4956,44,Tech,Designer,18,Large,Remote,4,4.4,ChatGPT,2,143,5.4,1,6.6,High,Same,77294,No,Low,Low
4957,29,Marketing,Designer,2,MNC,Hybrid,4,4.7,Copilot,35,5,1.8,6,8.2,Low,Decreased,53458,Yes,High,Low
4958,46,Marketing,Software Engineer,11,Small,Onsite,2,2.5,ChatGPT,49,20,5.9,1,4.7,High,Same,68479,Yes,High,Low
4959,36,Healthcare,HR,1,Small,Remote,0,1.4,Grok,41,61,4.6,7,5.0,Low,Decreased,35028,No,Medium,Low
4960,31,Marketing,Manager,9,Large,Onsite,4,0.8,Gemini,26,20,0.1,6,5.8,High,Same,61673,No,Medium,Low
4961,30,Finance,HR,3,MNC,Remote,4,2.0,ChatGPT,34,166,5.6,1,6.3,Low,Decreased,59621,Yes,High,Low
4962,50,Finance,Consultant,13,MNC,Hybrid,3,2.3,Grok,75,141,5.1,7,4.9,Low,Decreased,72497,Yes,Low,Low
4963,54,Retail,Software Developer,4,MNC,Onsite,1,2.8,ChatGPT,30,69,1.5,3,6.1,Medium,Same,51588,No,Medium,Low
4964,48,Retail,Software Developer,8,MNC,Remote,3,4.9,Copilot,59,35,1.0,4,5.3,High,Same,50774,Yes,Low,Low
4965,51,Retail,Software Developer,17,MNC,Hybrid,3,0.5,Grok,39,127,2.7,5,8.2,Medium,Same,81510,Yes,Low,Low
4966,53,Finance,Manager,14,Small,Hybrid,2,0.6,Copilot,73,167,4.2,7,8.1,High,Increased,73259,Yes,Low,Low
4967,29,Education,Data Analyst,0,Medium,Hybrid,2,3.3,ChatGPT,77,26,5.7,3,5.8,Low,Decreased,34197,Yes,High,Low
4968,34,Finance,Software Developer,6,Small,Remote,4,4.3,Gemini,33,144,4.9,0,6.9,Low,Increased,51702,Yes,Medium,Low
4969,50,Finance,Data Scientist,20,Large,Remote,0,4.8,ChatGPT,27,150,0.5,2,9.9,Medium,Decreased,73793,No,High,Low
4970,38,Healthcare,Data Scientist,16,Large,Remote,2,0.8,Midjourney,7,44,1.4,5,6.6,High,Increased,77240,No,Low,Low
4971,28,Healthcare,HR,0,Medium,Onsite,2,0.9,Grok,51,118,5.5,1,8.1,Low,Decreased,32711,Yes,Low,Low
4972,34,Education,Manager,4,Medium,Remote,1,3.3,Copilot,36,53,5.7,5,8.1,High,Same,40677,No,High,Low
4973,32,Retail,Data Scientist,9,Medium,Onsite,0,0.7,Grok,20,58,0.1,6,8.6,Low,Decreased,55759,No,Medium,Low
4974,48,Retail,Consultant,12,Medium,Hybrid,4,4.5,Claude,75,6,5.8,6,5.3,High,Increased,61201,Yes,Medium,Low
4975,35,Finance,Software Developer,1,MNC,Remote,0,2.5,ChatGPT,73,36,0.4,5,8.3,Medium,Same,27376,No,Low,Low
4976,35,Retail,Data Scientist,12,Large,Onsite,4,3.5,ChatGPT,9,79,5.9,6,8.6,Medium,Increased,76701,No,Low,Low
4977,26,Tech,Data Scientist,1,Small,Onsite,1,4.2,ChatGPT,18,170,4.0,4,4.3,High,Decreased,40038,No,Low,Low
4978,34,Marketing,Manager,7,MNC,Hybrid,1,2.4,ChatGPT,52,88,0.3,2,8.0,Low,Increased,50402,No,Medium,Low
4979,53,Finance,Designer,7,Medium,Onsite,2,4.6,Midjourney,65,11,5.4,5,8.9,Low,Decreased,64385,Yes,High,Low
4980,42,Finance,HR,4,Small,Remote,4,1.7,Claude,66,9,2.1,3,7.1,Low,Same,47734,Yes,High,Low
4981,38,Retail,HR,16,Medium,Onsite,1,3.9,Midjourney,54,6,6.0,0,4.3,Medium,Decreased,70909,No,Medium,Low
4982,38,Finance,Manager,9,MNC,Remote,3,3.1,Midjourney,14,72,2.4,4,7.5,Low,Decreased,68749,No,Low,Low
4983,24,Retail,Designer,2,Small,Remote,0,3.3,Copilot,11,73,2.3,3,9.5,Medium,Decreased,44884,No,High,Low
4984,54,Retail,Data Scientist,0,Medium,Onsite,3,1.6,Gemini,2,108,1.9,3,5.9,Medium,Increased,34810,No,High,Low
4985,25,Education,Software Engineer,3,Medium,Remote,3,0.6,Grok,5,42,4.8,5,6.6,High,Increased,52516,No,High,Low
4986,30,Healthcare,Software Engineer,1,Small,Hybrid,0,2.9,Gemini,57,58,4.2,2,6.7,Medium,Same,45358,No,Low,Low
4987,39,Finance,Data Analyst,7,Small,Onsite,3,4.0,Gemini,52,79,1.0,6,8.9,High,Decreased,49144,Yes,Low,Low
4988,22,Tech,Consultant,0,MNC,Remote,4,2.2,Grok,21,134,0.1,3,6.6,High,Decreased,39627,No,Medium,Low
4989,27,Finance,HR,5,Small,Hybrid,2,1.2,Grok,66,99,5.4,5,5.6,Low,Increased,42551,Yes,Low,Low
4990,33,Finance,HR,5,MNC,Hybrid,3,3.1,Copilot,20,130,0.6,3,6.6,Medium,Increased,52696,No,Medium,Low
4991,26,Finance,HR,0,Large,Hybrid,4,2.4,ChatGPT,36,57,2.7,3,8.3,Medium,Increased,55493,Yes,High,Low
4992,53,Education,Software Developer,15,Large,Onsite,4,1.3,Gemini,66,133,1.5,3,6.7,Medium,Increased,82423,Yes,Medium,Low
4993,47,Healthcare,Software Engineer,4,MNC,Onsite,2,4.2,Grok,78,176,6.0,5,5.7,High,Increased,54105,Yes,Medium,High
4994,46,Tech,HR,11,MNC,Onsite,2,1.4,Midjourney,75,152,3.1,3,4.3,High,Increased,53421,Yes,Medium,Low
4995,53,Marketing,Designer,10,MNC,Remote,0,2.8,Claude,20,147,0.5,7,10.0,High,Same,57818,No,Medium,Low
4996,49,Retail,HR,21,MNC,Remote,2,3.9,Grok,62,61,3.9,1,7.7,Medium,Same,78576,Yes,Medium,Low
4997,46,Finance,Designer,15,Small,Remote,2,2.7,Midjourney,22,54,3.2,6,4.1,High,Increased,71250,No,Medium,Low
4998,45,Healthcare,Consultant,2,MNC,Hybrid,1,0.8,Copilot,75,86,0.8,1,5.2,Medium,Same,43784,No,High,Low
4999,39,Retail,Software Developer,14,MNC,Hybrid,3,2.0,Copilot,72,106,3.0,4,6.8,Medium,Same,64266,Yes,Low,Low
5000,27,Retail,HR,0,MNC,Onsite,0,4.5,ChatGPT,27,44,1.0,5,6.6,Medium,Same,27526,No,High,Low
5001,51,Marketing,Designer,21,Small,Remote,1,1.5,Grok,37,86,4.0,4,8.6,Low,Decreased,78124,No,Low,Low
5002,53,Marketing,Data Analyst,13,MNC,Onsite,0,1.9,Midjourney,11,67,5.7,4,4.9,Medium,Increased,66538,No,Medium,Low
5003,37,Healthcare,Designer,1,MNC,Hybrid,0,4.1,Grok,43,74,4.0,7,7.7,Low,Same,30037,No,High,Low
5004,43,Retail,Data Analyst,4,Large,Onsite,0,4.0,Gemini,26,159,0.3,0,7.0,Low,Same,48505,No,High,Low
5005,33,Healthcare,Data Scientist,2,Large,Hybrid,4,3.0,Gemini,75,3,2.2,2,9.8,Low,Same,51415,Yes,Medium,Low
5006,23,Healthcare,Manager,0,Medium,Remote,3,3.4,Grok,34,142,0.4,1,7.7,Medium,Decreased,34170,Yes,Low,Low
5007,49,Marketing,Data Analyst,0,Medium,Remote,1,5.0,Claude,65,122,5.6,1,8.0,Low,Increased,36031,No,Low,High
5008,42,Healthcare,Consultant,14,Small,Onsite,4,3.9,Gemini,11,75,0.4,1,5.4,Medium,Same,69993,No,High,Low
5009,29,Marketing,Data Analyst,2,MNC,Remote,4,4.9,ChatGPT,12,28,1.8,6,7.8,Medium,Increased,50166,No,Low,Low
5010,45,Marketing,Software Developer,10,Small,Onsite,1,4.4,Claude,68,167,2.3,0,7.0,High,Decreased,62086,No,Medium,High
5011,50,Retail,Data Analyst,24,Large,Remote,0,4.3,Gemini,9,79,4.6,1,4.7,Medium,Increased,80053,No,High,Low
5012,39,Marketing,HR,0,Large,Onsite,0,4.8,Grok,15,134,4.0,4,7.6,Low,Decreased,29015,No,High,Low
5013,46,Finance,Designer,8,Small,Hybrid,3,2.3,ChatGPT,51,157,1.9,5,4.9,High,Same,63627,Yes,Medium,Low
5014,29,Retail,Software Engineer,2,Small,Onsite,0,4.8,Copilot,44,48,2.4,5,9.8,Medium,Decreased,48576,No,Low,Low
5015,54,Tech,Designer,27,Large,Hybrid,4,4.9,Claude,74,103,1.3,1,7.1,Low,Decreased,106739,Yes,High,High
5016,43,Education,Software Developer,19,Small,Onsite,4,0.5,ChatGPT,22,69,1.8,2,9.2,Low,Same,90020,No,Low,Low
5017,28,Retail,Data Analyst,4,Small,Hybrid,1,4.8,ChatGPT,48,167,1.8,1,5.0,High,Increased,52597,No,Low,Low
5018,23,Finance,Software Engineer,1,MNC,Remote,1,2.8,ChatGPT,22,120,3.8,1,8.7,Low,Decreased,39275,No,High,Low
5019,23,Marketing,Data Analyst,1,MNC,Remote,0,0.2,Midjourney,39,79,3.1,7,6.2,High,Increased,45495,No,Medium,Low
5020,24,Healthcare,Designer,0,MNC,Remote,4,0.5,Claude,9,65,4.8,5,8.2,High,Decreased,37631,No,Medium,Low
5021,45,Retail,Software Engineer,2,MNC,Onsite,1,3.5,Midjourney,59,98,4.3,3,8.9,Low,Increased,40624,No,Low,Low
5022,31,Tech,Software Developer,2,MNC,Onsite,0,0.5,Grok,78,164,5.1,4,4.3,High,Decreased,47255,No,Low,Low
5023,26,Healthcare,Manager,4,Small,Onsite,1,0.1,Midjourney,1,134,3.6,5,5.4,Medium,Increased,46496,No,High,Low
5024,37,Finance,HR,14,Large,Onsite,0,1.0,Grok,76,121,3.4,6,6.9,High,Decreased,62366,No,High,Low
5025,32,Healthcare,Designer,7,Large,Onsite,0,1.9,ChatGPT,30,149,4.8,2,9.4,High,Same,48049,No,Medium,Low
5026,46,Tech,Consultant,17,Large,Hybrid,3,3.9,Grok,48,64,0.5,3,7.9,High,Decreased,80631,Yes,Medium,Low
5027,39,Marketing,Consultant,14,MNC,Hybrid,3,0.8,Copilot,65,88,5.5,4,8.4,Medium,Decreased,62045,Yes,High,Low
5028,36,Healthcare,Data Scientist,12,Large,Onsite,4,4.2,Copilot,22,100,2.7,2,5.6,Low,Increased,68729,No,Low,Low
5029,34,Retail,Software Engineer,1,Medium,Hybrid,3,5.0,Gemini,39,68,2.8,2,9.7,Medium,Decreased,54586,Yes,Low,Low
5030,47,Finance,Software Engineer,14,Large,Hybrid,1,0.4,Copilot,67,131,4.6,0,5.0,Medium,Decreased,68507,No,Medium,Low
5031,24,Education,Data Analyst,0,Medium,Remote,4,2.6,Copilot,59,63,2.6,6,4.9,High,Decreased,51129,Yes,High,Low
5032,28,Education,HR,6,MNC,Remote,0,4.4,Copilot,57,72,4.1,3,9.1,Medium,Decreased,52386,No,Medium,Low
5033,54,Tech,Data Scientist,22,Small,Remote,4,3.0,Midjourney,21,41,2.7,4,5.4,High,Increased,90823,No,High,Low
5034,36,Finance,Consultant,6,Large,Onsite,1,3.4,Gemini,50,24,0.1,1,8.2,High,Decreased,48235,No,High,Low
5035,42,Tech,Data Analyst,13,Medium,Remote,1,3.0,Gemini,13,3,3.6,6,5.9,Medium,Same,68092,No,Medium,Low
5036,48,Finance,Software Developer,19,Small,Remote,0,2.5,Grok,16,68,4.8,0,4.4,Low,Increased,80141,No,Medium,Low
5037,30,Education,Data Scientist,1,Small,Onsite,2,3.1,ChatGPT,39,38,2.2,0,7.1,High,Decreased,45589,Yes,High,Low
5038,53,Education,Designer,9,Large,Remote,4,2.3,Gemini,42,3,5.5,0,8.7,High,Decreased,69058,Yes,High,Low
5039,30,Retail,Designer,7,MNC,Hybrid,2,1.3,Copilot,25,104,1.6,2,8.0,Medium,Same,57817,No,Low,Low
